Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Region,Customer_Type
LB-16735,49,3,50.188,0,Loyal Customers,Central,Consumer
LB-16795,153,8,4985.676,1,Champions,West,Home Office
LC-16870,28,8,2580.704,1,Champions,West,Consumer
LC-16885,17,12,7663.126,1,Champions,West,Consumer
LC-16930,42,8,4492.946,1,Champions,West,Corporate
LC-16960,437,4,3246.6259999999997,0,Loyal Customers,South,Home Office
LC-17050,55,5,2095.064,1,Champions,West,Consumer
LC-17140,14,9,2633.582,1,Champions,East,Consumer
LD-16855,553,1,5.304,0,Loyal Customers,Central,Corporate
LD-17005,415,4,1961.934,0,Loyal Customers,East,Consumer
LE-16810,22,6,1469.45,1,Champions,Central,Consumer
LF-17185,23,7,3930.5089999999996,1,Champions,Central,Consumer
LH-16750,152,3,287.426,0,Loyal Customers,East,Consumer
LH-16900,22,9,2295.332,1,Champions,South,Consumer
LH-17020,240,4,318.23900000000003,0,Loyal Customers,West,Consumer
LH-17155,386,9,1739.689,1,Champions,West,Consumer
LL-16840,250,6,2741.2039999999997,1,Champions,South,Consumer
LM-17065,392,5,1346.7740000000001,0,Loyal Customers,South,Consumer
LO-17170,3,5,644.35,1,Champions,Central,Corporate
LP-17080,41,4,756.6059999999999,0,Loyal Customers,West,Consumer
LP-17095,10,7,3653.399,1,Champions,Central,Consumer
LR-16915,27,6,5142.892000000001,1,Champions,West,Consumer
LR-17035,133,5,1879.306,0,Loyal Customers,West,Corporate
LS-16945,179,6,2845.2700000000004,1,Champions,West,Corporate
LS-16975,21,9,2988.6740000000004,1,Champions,Central,Home Office
LS-17200,97,6,1010.2560000000001,0,Loyal Customers,Central,Corporate
LS-17230,777,3,368.88,0,Loyal Customers,Central,Consumer
LS-17245,35,6,1008.1360000000001,1,Champions,East,Consumer
LT-16765,27,3,329.876,0,Loyal Customers,West,Consumer
LT-17110,35,8,2936.2520000000004,1,Champions,West,Consumer
LW-16825,89,5,2238.061,1,Champions,West,Corporate
LW-16990,34,6,3230.308,1,Champions,West,Corporate
LW-17125,206,3,1259.0400000000002,0,Loyal Customers,South,Consumer
LW-17215,22,7,5420.514,1,Champions,East,Consumer
MA-17560,65,11,4299.161,1,Champions,Central,Home Office
MA-17995,187,6,2453.284,1,Champions,South,Home Office
MB-17305,49,10,1548.702,1,Champions,East,Consumer
MB-18085,45,7,1428.2310000000002,1,Champions,Central,Consumer
MC-17275,77,8,2725.982,1,Champions,West,Consumer
MC-17425,400,5,4432.138,0,Loyal Customers,South,Corporate
MC-17575,28,8,1303.893,1,Champions,East,Consumer
MC-17590,52,6,2426.0669999999996,1,Champions,Central,Corporate
MC-17605,113,8,2258.192,1,Champions,South,Corporate
MC-17635,190,4,795.154,0,Loyal Customers,Central,Corporate
MC-17845,2,7,3805.714,1,Champions,West,Consumer
MC-18100,42,10,2218.98,1,Champions,Central,Consumer
MC-18130,370,5,1581.998,0,Loyal Customers,West,Corporate
MD-17350,118,7,3766.382,1,Champions,East,Consumer
MD-17860,37,5,1204.9099999999999,1,Champions,Central,Corporate
ME-17320,43,10,10663.728000000001,1,Champions,South,Home Office
ME-17725,29,8,1908.4532,1,Champions,Central,Consumer
ME-18010,93,4,1256.9440000000002,0,Loyal Customers,West,Corporate
MF-17665,422,5,937.0390000000001,0,Loyal Customers,East,Corporate
MF-18250,8,5,1758.3,1,Champions,South,Corporate
MG-17650,30,7,3785.276,1,Champions,Central,Home Office
MG-17680,93,4,2350.188,0,Loyal Customers,East,Home Office
MG-17695,556,3,1342.2820000000002,0,Loyal Customers,East,Consumer
MG-17875,117,5,1242.833,0,Loyal Customers,Central,Home Office
MG-17890,100,9,776.384,1,Champions,West,Home Office
MG-18145,85,4,3061.5429999999997,1,Champions,East,Consumer
MG-18205,265,1,16.739000000000004,0,Loyal Customers,South,Corporate
MH-17290,120,6,2394.0249999999996,1,Champions,West,Home Office
MH-17440,377,4,400.01599999999996,0,Loyal Customers,South,Corporate
MH-17455,86,8,2456.1820000000002,1,Champions,East,Consumer
MH-17620,156,4,1252.8000000000002,0,Loyal Customers,West,Corporate
MH-17785,99,7,2203.7780000000002,1,Champions,East,Corporate
MH-18025,50,5,2984.948,1,Champions,South,Consumer
MH-18115,6,9,5503.093,1,Champions,Central,Home Office
MJ-17740,23,7,6320.746,1,Champions,West,Consumer
MK-17905,29,8,2302.368,1,Champions,South,Corporate
MK-18160,241,4,1031.602,0,Loyal Customers,South,Consumer
MK-19560,29,7,225.69600000000003,0,Loyal Customers,East,Corporate
ML-17395,70,9,2722.843,1,Champions,West,Corporate
ML-17410,55,6,2921.5,1,Champions,West,Consumer
ML-17755,30,7,2071.9139999999998,1,Champions,South,Home Office
ML-18040,80,3,742.082,0,Loyal Customers,Central,Corporate
ML-18265,101,2,162.23200000000003,0,Loyal Customers,West,Consumer
MM-17260,169,4,1314.0230000000001,0,Loyal Customers,East,Consumer
MM-17920,8,11,3794.08,1,Champions,East,Consumer
MM-18055,62,8,2749.881,1,Champions,West,Consumer
MM-18280,86,9,775.414,1,Champions,Central,Corporate
MN-17935,35,6,2477.946,1,Champions,Central,Consumer
MO-17500,73,4,922.4870000000001,0,Loyal Customers,East,Consumer
MO-17800,105,8,1687.027,1,Champions,Central,Home Office
MO-17950,181,2,154.288,0,Loyal Customers,Central,Consumer
MP-17470,719,7,3206.132,1,Champions,East,Home Office
MP-17965,73,11,4198.826,1,Champions,Central,Corporate
MP-18175,17,9,5087.92,1,Champions,West,Home Office
MR-17545,126,4,639.178,0,Loyal Customers,East,Home Office
MS-17365,274,10,7443.6900000000005,1,Champions,West,Consumer
MS-17530,435,4,475.65599999999995,0,Loyal Customers,West,Consumer
MS-17710,414,6,1613.402,0,Loyal Customers,Central,Consumer
MS-17770,122,9,3144.678,1,Champions,East,Consumer
MS-17830,453,4,370.34799999999996,0,Loyal Customers,Central,Consumer
MS-17980,27,6,855.116,1,Champions,East,Corporate
MT-17815,50,6,2890.1389999999997,1,Champions,South,Consumer
MT-18070,204,4,1319.4497999999999,0,Loyal Customers,Central,Home Office
MV-17485,28,9,1560.05,1,Champions,West,Consumer
MV-18190,20,7,1734.5739999999998,1,Champions,West,Consumer
MW-18220,18,7,5341.900000000001,1,Champions,East,Consumer
MW-18235,45,2,5253.876,0,Loyal Customers,South,Corporate
MY-17380,30,7,2254.2850000000003,1,Champions,West,Corporate
MY-18295,72,11,4152.696,1,Champions,Central,Corporate
MZ-17335,31,4,593.606,0,Loyal Customers,West,Home Office
MZ-17515,283,6,2564.906,1,Champions,West,Corporate
NB-18580,1166,2,273.87199999999996,0,Loyal Customers,East,Corporate
NB-18655,20,9,1972.599,1,Champions,Central,Corporate
NC-18340,225,5,2461.404,0,Loyal Customers,Central,Consumer
NC-18415,42,6,2218.99,1,Champions,South,Consumer
NC-18535,7,7,8241.739,1,Champions,West,Corporate
NC-18625,205,5,1821.7420000000002,0,Loyal Customers,Central,Corporate
NC-19470,29,6,382.144,0,Loyal Customers,East,Home Office
ND-18370,28,9,4326.139,1,Champions,West,Consumer
ND-18460,184,6,2893.455,1,Champions,South,Corporate
NF-18385,80,7,8322.826000000001,1,Champions,East,Consumer
NF-18475,526,4,377.162,0,Loyal Customers,Central,Home Office
NF-18595,115,11,7003.068,1,Champions,West,Home Office
NG-18355,49,5,1869.58,1,Champions,East,Corporate
NG-18430,49,5,1395.938,1,Champions,Central,Consumer
NH-18610,190,7,2673.29,1,Champions,Central,Corporate
NK-18490,71,7,572.048,0,Loyal Customers,West,Home Office
NL-18310,59,4,1418.0900000000001,0,Loyal Customers,West,Home Office
NM-18445,161,7,6459.344,1,Champions,East,Home Office
NM-18520,245,10,2161.979,1,Champions,West,Consumer
NP-18325,26,6,5529.62,1,Champions,East,Consumer
NP-18670,59,5,3908.402,1,Champions,Central,Consumer
NP-18685,407,6,1228.698,0,Loyal Customers,East,Home Office
NP-18700,139,7,7903.1825,1,Champions,West,Consumer
NR-18550,211,5,2367.277,0,Loyal Customers,South,Consumer
NS-18505,7,4,2575.863,1,Champions,Central,Consumer
NS-18640,175,13,2964.823,1,Champions,East,Corporate
NW-18400,173,7,7234.014,1,Champions,East,Consumer
NZ-18565,86,9,2488.3100000000004,1,Champions,West,Home Office
ON-18715,411,9,1567.52,1,Champions,East,Corporate
OT-18730,66,5,3818.6240000000003,1,Champions,West,Consumer
PA-19060,104,6,729.408,0,Loyal Customers,Central,Home Office
PB-18805,26,3,740.356,0,Loyal Customers,West,Home Office
PB-19105,58,4,688.3240000000001,0,Loyal Customers,Central,Consumer
PB-19150,98,8,1456.95,1,Champions,West,Consumer
PB-19210,688,2,132.738,0,Loyal Customers,Central,Corporate
PC-18745,3,4,1832.064,1,Champions,West,Corporate
PC-19000,882,2,1061.488,0,Loyal Customers,West,Home Office
PF-19120,835,4,9062.864000000001,0,Loyal Customers,East,Consumer
PF-19165,197,6,2770.0,1,Champions,West,Consumer
PF-19225,115,5,2206.128,1,Champions,West,Consumer
PG-18820,37,13,3086.907,1,Champions,West,Consumer
PG-18895,58,9,1987.164,1,Champions,West,Consumer
PH-18790,71,1,729.6480000000001,0,Loyal Customers,South,Home Office
PJ-18835,40,8,1220.0900000000001,1,Champions,South,Corporate
PJ-19015,135,7,1824.234,1,Champions,East,Consumer
PK-18910,484,2,1441.1520000000005,0,Loyal Customers,East,Home Office
PK-19075,10,12,8646.934000000001,1,Champions,East,Consumer
PL-18925,16,5,239.48100000000005,0,Loyal Customers,East,Home Office
PM-18940,387,3,1405.402,0,Loyal Customers,Central,Consumer
PM-19135,52,4,4115.662,1,Champions,East,Home Office
PN-18775,31,8,1467.152,1,Champions,South,Home Office
PO-18850,5,11,7473.828200000002,1,Champions,South,Consumer
PO-18865,1,7,2493.214,1,Champions,East,Consumer
PO-19180,161,9,4893.043,1,Champions,Central,Home Office
PO-19195,87,5,1056.858,0,Loyal Customers,East,Home Office
PP-18955,98,10,7252.608,1,Champions,East,Home Office
PR-18880,37,5,1840.178,1,Champions,West,Consumer
PS-18760,108,6,2181.4790000000003,1,Champions,East,Consumer
PS-18970,70,8,1278.639,1,Champions,West,Home Office
PS-19045,237,7,6843.634,1,Champions,South,Home Office
PT-19090,72,4,160.572,0,Loyal Customers,South,Consumer
PV-18985,90,5,2876.0460000000003,1,Champions,West,Home Office
PW-19030,47,10,3454.916,1,Champions,East,Corporate
PW-19240,465,7,3922.415,1,Champions,East,Consumer
QJ-19255,26,9,6108.338,1,Champions,East,Corporate
RA-19285,6,9,2617.906,1,Champions,West,Consumer
RA-19885,44,7,3832.3140000000003,1,Champions,South,Corporate
RA-19915,13,9,4793.543,1,Champions,Central,Consumer
RA-19945,62,5,1686.9225000000001,1,Champions,Central,Consumer
RB-19330,69,2,1008.1959999999999,0,Loyal Customers,Central,Consumer
RB-19360,97,6,15117.339,1,Champions,East,Consumer
RB-19435,20,8,2663.0860000000002,1,Champions,West,Consumer
RB-19465,10,12,4715.465999999999,1,Champions,Central,Home Office
RB-19570,26,5,528.546,0,Loyal Customers,Central,Consumer
RB-19645,649,5,221.084,0,Loyal Customers,South,Corporate
RB-19705,55,4,2067.45,0,Loyal Customers,East,Home Office
RB-19795,33,8,5633.316000000001,1,Champions,South,Home Office
RC-19825,370,6,966.409,0,Loyal Customers,West,Consumer
RC-19960,111,6,885.752,0,Loyal Customers,East,Consumer
RD-19480,73,8,4272.93,1,Champions,West,Consumer
RD-19585,181,10,2912.8940000000002,1,Champions,South,Consumer
RD-19660,115,5,2786.632,1,Champions,Central,Home Office
RD-19720,22,10,1419.737,1,Champions,West,Consumer
RD-19810,15,8,1137.616,1,Champions,Central,Home Office
RD-19900,115,9,3133.924,1,Champions,West,Consumer
RD-19930,43,4,970.942,0,Loyal Customers,Central,Consumer
RE-19405,1098,1,48.36,0,Loyal Customers,East,Consumer
RE-19450,303,5,876.696,0,Loyal Customers,Central,Consumer
RF-19345,391,8,3309.15,1,Champions,South,Corporate
RF-19735,90,7,2341.2960000000003,1,Champions,Central,Consumer
RF-19840,7,8,945.222,1,Champions,South,Consumer
RH-19495,33,5,3621.376,1,Champions,East,Consumer
RH-19510,468,6,6979.18,1,Champions,West,Home Office
RH-19555,520,2,740.382,0,Loyal Customers,South,Consumer
RH-19600,535,3,2085.74,0,Loyal Customers,South,Consumer
RK-19300,120,3,1460.192,0,Loyal Customers,Central,Consumer
RL-19615,122,8,6234.91,1,Champions,Central,Consumer
RM-19375,346,6,1453.474,0,Loyal Customers,East,Consumer
RM-19675,7,5,5979.096,1,Champions,East,Home Office
RM-19750,300,1,98.35,0,Loyal Customers,East,Consumer
RO-19780,36,7,3815.478,1,Champions,Central,Consumer
RP-19270,497,4,954.6451999999999,0,Loyal Customers,West,Corporate
RP-19390,34,12,5153.084000000001,1,Champions,East,Consumer
RP-19855,29,8,2170.716,1,Champions,Central,Corporate
RR-19315,20,2,615.9319999999999,0,Loyal Customers,Central,Consumer
RR-19525,171,6,3302.262,1,Champions,East,Corporate
RS-19420,77,5,3221.29,1,Champions,East,Corporate
RS-19765,37,8,4159.77,1,Champions,South,Corporate
RS-19870,20,2,22.328,0,Loyal Customers,Central,Home Office
RW-19540,121,7,7397.401000000001,1,Champions,West,Corporate
RW-19630,90,9,3279.746,1,Champions,Central,Corporate
RW-19690,80,5,3495.6459999999997,1,Champions,Central,Consumer
SA-20830,64,10,4767.3415,1,Champions,South,Consumer
SB-20170,202,3,1348.02,0,Loyal Customers,East,Consumer
SB-20185,189,6,6410.996,1,Champions,West,Consumer
SB-20290,48,7,8057.891,1,Champions,East,Corporate
SC-20020,781,5,3362.9636,0,Loyal Customers,Central,Consumer
SC-20050,41,9,4624.572,1,Champions,West,Home Office
SC-20095,350,9,14142.334,1,Champions,West,Consumer
SC-20230,150,4,4371.9580000000005,1,Champions,West,Corporate
SC-20260,47,12,3756.513,1,Champions,East,Corporate
SC-20305,30,7,3979.065,1,Champions,Central,Consumer
SC-20380,31,9,5992.536,1,Champions,South,Consumer
SC-20440,37,7,1874.998,1,Champions,East,Corporate
SC-20575,93,5,902.7280000000001,0,Loyal Customers,South,Consumer
SC-20680,127,6,1254.64,0,Loyal Customers,West,Home Office
SC-20695,90,10,2576.408,1,Champions,Central,Corporate
SC-20725,188,11,5226.21,1,Champions,West,Consumer
SC-20770,42,7,4492.657,1,Champions,East,Corporate
SC-20800,31,4,279.25600000000003,0,Loyal Customers,Central,Consumer
SC-20845,132,2,280.63200000000006,0,Loyal Customers,West,Consumer
SD-20485,201,9,6121.1140000000005,1,Champions,Central,Home Office
SE-20110,10,11,12209.438,1,Champions,West,Consumer
SF-20065,60,7,763.5459999999999,1,Champions,East,Consumer
SF-20200,60,9,3422.786,1,Champions,West,Consumer
SF-20965,49,9,3336.5350000000003,1,Champions,Central,Corporate
SG-20080,9,3,3406.581,1,Champions,West,Consumer
SG-20470,184,8,1884.7979999999998,1,Champions,South,Consumer
SG-20605,109,6,3124.8320000000003,1,Champions,East,Consumer
SG-20890,227,3,47.946,0,Loyal Customers,Central,Corporate
SH-19975,30,13,3406.8395,1,Champions,West,Corporate
SH-20395,24,10,2180.718,1,Champions,East,Consumer
SH-20635,765,2,2096.3920000000003,0,Loyal Customers,South,Corporate
SJ-20125,96,12,3949.656,1,Champions,South,Home Office
SJ-20215,30,6,1341.036,1,Champions,Central,Consumer
SJ-20500,254,5,1318.7759999999998,0,Loyal Customers,East,Consumer
SK-19990,9,3,883.409,0,Loyal Customers,East,Consumer
SL-20155,71,7,3053.012,1,Champions,Central,Home Office
SM-20005,422,4,244.494,0,Loyal Customers,East,Consumer
SM-20320,80,5,25043.05,1,Champions,South,Home Office
SM-20905,607,1,1043.0410000000002,0,Loyal Customers,East,Consumer
SM-20950,26,14,5695.79,1,Champions,East,Corporate
SN-20560,112,6,1860.4179999999997,1,Champions,West,Home Office
SN-20710,80,7,3127.9592,1,Champions,Central,Home Office
SO-20335,30,6,2602.5755,1,Champions,South,Consumer
SP-20545,328,6,1306.086,0,Loyal Customers,East,Corporate
SP-20620,48,9,5440.319,1,Champions,East,Corporate
SP-20650,387,9,1872.436,1,Champions,East,Corporate
SP-20860,80,10,4282.9400000000005,1,Champions,East,Corporate
SP-20920,71,6,3990.689,1,Champions,East,Consumer
SR-20425,9,5,3233.4810000000007,1,Champions,West,Home Office
SR-20740,197,8,4345.886,1,Champions,Central,Home Office
SS-20140,16,8,1324.028,1,Champions,South,Corporate
SS-20410,111,6,3056.807,1,Champions,Central,Consumer
SS-20515,492,3,613.4,0,Loyal Customers,South,Home Office
SS-20590,433,6,418.49,0,Loyal Customers,West,Consumer
SS-20875,121,5,964.6360000000001,0,Loyal Customers,East,Consumer
ST-20530,126,7,433.34000000000003,0,Loyal Customers,East,Consumer
SU-20665,21,7,2595.364,1,Champions,Central,Home Office
SV-20365,102,10,11470.95,1,Champions,East,Consumer
SV-20785,321,9,4105.305,1,Champions,East,Consumer
SV-20815,77,4,1271.0900000000001,0,Loyal Customers,Central,Corporate
SV-20935,3,8,1903.491,1,Champions,East,Consumer
SW-20245,82,7,1085.078,1,Champions,East,Consumer
SW-20275,31,6,1966.6499999999999,1,Champions,East,Consumer
SW-20350,163,3,1019.0440000000001,0,Loyal Customers,Central,Home Office
SW-20455,163,7,2921.544,1,Champions,West,Consumer
SW-20755,535,2,758.6959999999999,0,Loyal Customers,East,Corporate
SZ-20035,36,11,3625.329,1,Champions,Central,Home Office
TA-21385,70,4,14595.62,1,Champions,Central,Home Office
TB-21055,120,5,1467.881,0,Loyal Customers,East,Consumer
TB-21175,59,4,3589.296,1,Champions,South,Corporate
TB-21190,50,4,816.1740000000001,0,Loyal Customers,West,Home Office
TB-21250,350,7,1602.376,0,Loyal Customers,West,Consumer
TB-21280,584,6,2198.45,0,Loyal Customers,East,Consumer
TB-21355,147,5,834.328,0,Loyal Customers,East,Corporate
TB-21400,203,7,9133.99,1,Champions,West,Consumer
TB-21520,108,9,4737.486000000001,1,Champions,East,Consumer
TB-21595,286,5,1387.559,0,Loyal Customers,Central,Consumer
TB-21625,31,9,2797.6679999999997,1,Champions,East,Consumer
TC-20980,400,5,19052.217999999997,1,Champions,Central,Corporate
TC-21145,107,1,1038.26,0,Loyal Customers,East,Corporate
TC-21295,28,8,4266.812,1,Champions,West,Consumer
TC-21475,154,9,1244.976,1,Champions,West,Home Office
TC-21535,5,7,742.558,1,Champions,West,Home Office
TD-20995,38,9,1434.548,1,Champions,Central,Consumer
TG-21310,338,5,3058.372,0,Loyal Customers,West,Consumer
TG-21640,115,4,2074.661,0,Loyal Customers,West,Consumer
TH-21100,345,5,2422.824,0,Loyal Customers,West,Consumer
TH-21115,59,4,2942.772,1,Champions,East,Corporate
TH-21235,118,8,1022.201,1,Champions,Central,Corporate
TH-21550,73,7,4234.0960000000005,1,Champions,East,Home Office
TM-21010,104,8,2955.226,1,Champions,Central,Consumer
TM-21490,131,3,1094.6779999999999,0,Loyal Customers,East,Consumer
TN-21040,91,7,3130.221,1,Champions,West,Home Office
TP-21130,9,9,4454.056,1,Champions,Central,Consumer
TP-21415,105,5,5329.0048,1,Champions,Central,Consumer
TP-21565,351,4,1936.6400000000003,0,Loyal Customers,West,Corporate
TR-21325,194,5,675.942,0,Loyal Customers,West,Consumer
TS-21085,358,2,4.833000000000001,0,Loyal Customers,South,Consumer
TS-21160,505,6,2163.624,0,Loyal Customers,East,Corporate
TS-21205,199,7,5371.09,1,Champions,South,Corporate
TS-21340,227,5,974.782,0,Loyal Customers,West,Consumer
TS-21370,37,6,11891.751,1,Champions,East,Corporate
TS-21430,173,5,2054.14,0,Loyal Customers,West,Corporate
TS-21505,12,6,2243.274,1,Champions,West,Consumer
TS-21610,56,7,2820.424,1,Champions,Central,Consumer
TS-21655,239,5,3368.094,1,Champions,Central,Consumer
TT-21070,32,7,4915.602,1,Champions,East,Consumer
TT-21220,184,8,1427.044,1,Champions,Central,Consumer
TT-21265,407,3,439.5,0,Loyal Customers,Central,Corporate
TT-21460,13,7,5364.808,1,Champions,Central,Home Office
TW-21025,65,7,5278.826,1,Champions,West,Home Office
TZ-21580,27,8,2234.9500000000003,1,Champions,West,Consumer
VB-21745,55,6,2005.596,1,Champions,Central,Corporate
VD-21670,582,6,6442.254,1,Champions,West,Consumer
VF-21715,14,5,847.944,1,Champions,West,Home Office
VG-21790,155,6,846.01,0,Loyal Customers,West,Consumer
VG-21805,287,5,427.372,0,Loyal Customers,East,Corporate
VM-21685,55,7,2454.866,1,Champions,West,Home Office
VM-21835,118,5,380.69,0,Loyal Customers,East,Consumer
VP-21730,31,3,993.902,0,Loyal Customers,East,Home Office
VP-21760,76,7,3360.526,1,Champions,East,Corporate
VS-21820,222,4,1055.981,0,Loyal Customers,Central,Consumer
VT-21700,1000,2,1736.596,0,Loyal Customers,East,Home Office
VW-21775,29,10,6134.038,1,Champions,East,Corporate
WB-21850,21,13,6327.268,1,Champions,West,Consumer
XP-21865,44,13,2503.156,1,Champions,West,Consumer
YC-21895,5,5,5454.35,1,Champions,Central,Corporate
YS-21880,10,8,6720.444,1,Champions,West,Corporate
ZC-21910,55,13,8025.707,1,Champions,West,Consumer
ZD-21925,203,5,1493.9440000000002,0,Loyal Customers,West,Consumer
